ID,pval,fdr,linear_fc,log2_fc,direction
c-Met,0.246066002036702,0.757640091641656,1.34203823224326,0.424425771897322,NS
p-HER3/ErbB3(Y1197),0.291400035246791,0.757640091641656,0.759769451067436,-0.396366389833027,NS
p-mTOR(D9C2)XP(S2448),0.290307588242341,0.757640091641656,1.20497504840195,0.269003272663142,NS
p27/KIP1(C-term),0.270175673865989,0.757640091641656,1.22448551819837,0.292175711470748,NS
p-PDGFRa(23B2)(Y754),0.257894402650236,0.757640091641656,0.357105821976395,-1.48557644019048,NS
p-PTEN(S380),0.272710027652487,0.757640091641656,1.20717950347329,0.271640215874122,NS
Stat5a(L-20),0.276024043245764,0.757640091641656,1.14950369096184,0.201011098438684,NS
CBP(A-22),0.284249013875004,0.757640091641656,1.17457706802404,0.232141376618209,NS
Sin3b,0.275601944269383,0.757640091641656,1.1143633038511,0.156219655672313,NS
Caspase-3(Asp175),0.244928220314256,0.757640091641656,1.20105870892885,0.26430667311714,NS
p-ErbB2/HER2(Y1248),0.283164623802346,0.757640091641656,1.82500286682648,0.867898730268324,NS
Aldehyde Dehydrogenase 2 (ALDH2),0.287549403447346,0.757640091641656,1.4867068285689,0.572120182918521,NS
IKKb (D30C6),0.262492864159123,0.757640091641656,1.21506634536577,0.281035090388236,NS
p-PRAS40 (Ser183),0.245456319781364,0.757640091641656,1.20013902256016,0.263201535451254,NS
p-mTOR (Ser2481),0.264388280601272,0.757640091641656,1.40949929256524,0.495182753812646,NS
Bak,0.31521884221879,0.799579502213516,1.18402096703511,0.243694628914277,NS
p-p70S6K(S371),0.315065548896334,0.799579502213516,1.17691562791762,0.235010898500528,NS
p-Stat1(Y701)(D4A7),0.320345462606193,0.802793448458892,1.28513453872695,0.361919400815178,NS
PDGFRb(28E1),0.324305931896361,0.803043259933847,1.27014876196629,0.344997477770928,NS
Claudin-1,0.338033152260819,0.804277766474774,1.4987892627464,0.583797547419373,NS
p70S6K,0.340271362739327,0.804277766474774,1.21569042029741,0.281775888350031,NS
Integrinb4,0.333006330357769,0.804277766474774,1.38115871161638,0.465879111996795,NS
GLDC,0.329080110879628,0.804277766474774,2.1302079523209,1.09099427417785,NS
ATR,0.34719754588887,0.811427972414437,1.25388338023985,0.32640317383896,NS
Atg3,0.356443937324979,0.814728999599953,1.33392381202686,0.415676268359132,NS
