"","RDDam","RDDam","RDDam","RDDam","RDDam","HFDDam","HFDDam","HFDDam","HFDDam","HFDDam","HFDDam","HFDDam","HFDDam","MaleMRD","MaleMRD","MaleMRD","MaleMRD","MaleMRD","MaleMRD","MaleMRD","MaleMHFD","MaleMHFD","MaleMHFD","MaleMHFD","MaleMHFD","MaleMHFD","MaleMHFD","FemMRD","FemMRD","FemMRD","FemMRD","FemMRD","FemMHFD","FemMHFD","FemMHFD","FemMHFD","FemMHFD","FemMHFD","FemMHFD"
"Metabolite","RD_Dam_1","RD_Dam_2","RD_Dam_3","RD_Dam_4","RD_Dam_5","HFD_Dam_A1","HFD_Dam_A2","HFD_Dam_A3","HFD_Dam_A4","HFD_Dam_B1","HFD_Dam_B2","HFD_Dam_B3","HFD_Dam_B4","Male_MRD_A1","Male_MRD_A2","Male_MRD_A3","Male_MRD_B1","Male_MRD_B2","Male_MRD_B3","Male_MRD_B4","MAle_MHFD_A1","MAle_MHFD_A2","MAle_MHFD_A3","Male__MHFD_B1","Male_MHFD_B2","Male_MHFD_B3","Male_MHFD_B4","Female_MRD_A2","Female_MRD_A3","Female_MRD_B2","Female_MRD_B3","Female_MRD_B4","Female__MHFD_A1","Female__MHFD_A2","Female_MHFD_A3","Female__MHFD_B1","Female__MHFD_B2","Female__MHFD_B3","Female__MHFD_B4"
"Homoserine/Threonine","-0.196817365384648","0.187354743842359","0.481020748751589","-1.46934289026028","-0.943855312975595","1.15199511016451","0.520759034871648","1.45325325770831","1.63851530095299","0.220393689887877","1.2153917183286","1.78053880929202","1.44707928761548","-0.778765044662341","1.78053880929202","1.0530644791609","-0.745277265657891","-1.39406003561316","-0.762716941959141","-1.29058309442499","-0.902804479761613","0.0857549146567235","-0.264356124873621","-0.51365404553518","-0.886071578527795","-0.640424837616972","-1.00114977626111","0.61095842471083","0.582178507927569","-1.00204034680384","-0.889325314478314","0.627456936482574","0.41178254437673","-1.71337018493832","0.143733691048405","-0.655628725558496","-0.783712171865029","0.294768990453468","1.14741653763372"
"Phenyl alanine","0.0460588197377393","-0.352399263679816","-0.209722879668352","-0.728572720766884","0.424434823211563","1.1190623790632","1.94581756042409","1.23115350802146","-0.135093841312657","0.858283518366826","1.91494525400188","2.44572349620593","-0.419926856569897","0.888252978187743","0.790495988467896","-0.196317169726009","-0.911898727053445","-0.454309883721727","0.241745915289251","-0.253806376869232","-1.69979808677509","-0.379909179008145","-0.589379542505301","-0.110561248493409","-0.895773679787217","-0.209992207086387","0.0952532122634047","-0.397616544630098","-0.522908103259956","-0.952363111998219","1.22801485446898","-0.401456962858256","-0.339792458038182","-1.04386859549468","-0.347952908289262","0.733328727701959","-2.24002946398926","-1.35320581337412","1.18408458954365"
"Alanine","1.10831288152938","1.00137258337235","0.498308544872513","-0.215872543636875","0.792643819075298","-0.611099203412651","-1.62053259443108","-1.50295262171821","-1.00048315064655","-0.273830623050972","-1.60850837631868","-1.04954192280203","-0.440614554366705","-0.754786859584487","2.97244946517222","0.749637173748136","0.919145678293834","0.421913586612067","0.125740919293831","-0.683550970185533","-0.589297620824766","0.92984311519241","0.411025278443763","1.07742687983776","0.678093821922274","-0.884061216434102","-1.33019812726013","0.271192132595103","0.653942156756919","-0.0251675848816055","1.16892496334508","0.0441032368328592","0.780211504778446","-0.968974774499753","0.0658000871309776","1.23851034108098","-0.64082818404969","-0.230840606218524","-1.47745663556386"
"Glutaric acid","0.14375014577834","-0.649252319889503","-0.901661211699184","-1.26971740279663","-0.0618802784519886","-0.48868835584416","-0.0504034123834633","-0.889383296738334","-1.50443591843653","1.45225371967858","-0.249156563862564","1.13675681802446","-0.779208469761079","-0.693286098635227","0.406578763788377","0.36731240312281","-0.251710091729046","-0.735098751961867","-1.65949595917964","-2.33663673428353","-0.274865565478118","0.18643704097767","1.34370133549077","-0.637068091622951","0.512445120240217","-0.865184665811359","-0.351844227557487","0.66954856343645","1.4080439716495","1.01800030809968","1.89439501362318","0.783936848268699","-0.561682154483565","0.109161706198861","-0.246294801279768","2.27079131163562","0.802891370563928","0.920299622891866","0.0306503084169911"
"Citrulline","1.06440655322191","1.66343717970955","0.366046729599694","-0.0739580776615074","1.13834886086207","-1.21784546222275","0.692448973589466","-1.31226016797677","-1.39181785315218","-0.0380727015778566","-0.10376667584812","-0.193184091387241","-2.07673669152096","0.853733124574224","3.06964350538118","0.820768622590884","0.683253726991465","-0.583043539030362","-0.162650746889705","-0.636723937659932","-2.07673669152096","-0.673629189376337","0.273920394217852","0.485605839416181","0.0581813864275097","-0.750849244769709","-0.0824116231412677","0.359597262363306","0.499390830742193","-0.609000096294401","0.929903836424097","0.662651925172593","0.513387581424694","-0.431525849534228","-0.373080793665367","0.64013260283214","-1.23561045895239","-0.603613192388319","-0.148341850970642"
"Asparagine","-0.804580437569125","0.325081947666115","1.28991026587651","1.10572838954005","0.596301911710483","-0.568969195408368","-0.874880817947673","-0.586741560344519","-0.0469792576303204","-1.32756320186806","-2.17591110279888","-2.12076891822965","-0.211307004548299","0.150255393091575","2.18285747055193","0.573664579941436","0.774959290839565","-0.71969740579325","0.653026579147253","0.246088851158565","-0.0500826075282304","-1.21579869633882","1.36623759907282","-1.13860893592582","2.4345156084925","-0.531021997506475","-0.348353035312649","0.501190034291761","0.720384471354745","-0.919862777869708","-0.490418111138512","0.384767935599847","0.264564961097212","1.02146980517089","0.17593097610616","0.166682305879894","-0.381612500328253","0.249648412197354","-0.670109224700049"
"Isoleucine/Leucine","-0.570928768079749","-1.18630270236764","-0.474403681134263","-0.707363291194524","-0.0863383531163439","0.521152195729664","1.67842767992743","1.11060805999404","0.153305283070843","0.426128813113495","1.79823783113518","2.5830250770316","-0.259808117676198","0.72678559765404","0.680322696280019","-0.190521476304567","-1.16433012402073","-0.322401448236056","0.384774474397397","0.00613935537288626","-1.07882718882046","0.099574230687125","-0.795318006922158","0.212430725462031","-1.40402684233262","0.433521133105313","0.993430928134151","-0.436383003275694","-0.558401597301234","-1.56587170558642","0.916658851607733","-0.577876476199575","0.0236596162416612","-0.960277157018237","-0.5242620421909","1.08141757617421","-1.48592891926692","-1.2503470597198","1.77031783564529"
"Cystine","0.373374547544323","0.555317777145992","-0.553000999102431","-0.0259197092217754","0.588695762453724","-1.41096214512958","0.229885884264713","-0.579249971276134","-1.40499143182883","0.834632944883722","-1.14586696947186","-1.0817530310949","-0.0712825983033845","1.32530055731717","0.828648992755734","0.0250070089051924","0.834632944883722","1.89343693827803","0.819096854603278","-0.682841607562231","1.12195563258277","2.52765785604318","-0.506851019054333","0.595368233975569","-1.02314341591623","-1.35445125448555","-0.448149342267091","-0.408489008855975","0.834632944883722","-0.659036756486475","0.823112629705797","-0.777740477612302","0.118328520905583","-1.82779615937658","-0.168156889740962","0.786928385555076","-1.69148426407092","0.834632944883722","-0.1294803107135"
"Betaine","-0.169882052231473","0.169508627797953","-1.51278042714749","-0.841512046823451","-1.09950192166761","-0.80778061249341","1.47719216564423","0.773132808933894","-1.44019921801051","1.2264280531128","-0.506712063206222","0.174952473550184","-2.22941972396929","-0.898238757522269","0.612961368574492","0.320766733876654","0.198074802155044","-0.104680801247156","0.135478124319584","-0.863637920341318","-0.396476164681481","0.975856249184754","2.6048886530042","0.633448754432758","2.32120625986237","-0.679322839020261","-0.812773678162253","0.331288006495061","0.347814378251939","-0.460064156747938","0.835994631186731","-0.79939087967209","0.39280377525453","-0.659995044384605","-0.361099387684715","1.15385706714595","-0.600403863368419","0.606332982386257","-0.0481143567874375"
"Aspartic acid","-1.47158029446021","0.779574720424596","-0.393248053027403","-0.0859162073957889","-1.93808250630864","-0.517678415027071","0.413592394285627","0.179308694036493","-0.0334121435408965","0.144707944607617","-0.188009068907346","-0.532620557174934","-1.50279224721348","-0.452688863221265","0.672216170743662","1.19097741784552","1.49923698192381","-0.0235866306175934","-0.0804269891079181","-1.42099019487626","-0.298753729002605","0.777626627827174","1.16644790268453","0.652257086226667","1.06577975484474","-1.84646578081744","-1.20265485047499","0.992481824646533","1.67200673118057","-0.0882304322408628","0.983869877854479","-0.204051165105763","0.742656014580205","-0.564619957564797","0.942915327178157","0.111422386022067","0.190508117081031","1.05515414441579","-2.38693203232403"
"Glutamic acid","-0.186426830750908","0.715782315181184","-0.387523137546079","-0.492743702412911","-0.846093883183608","-0.313518043055206","1.44099920094697","0.184228013151083","-0.259525593548343","1.17855223146935","0.913146603228243","0.0977170925289982","-1.50797381486336","0.381024346884301","1.740090776576","0.928420726678967","0.964706669893095","-0.223054656235221","0.241815718890372","-1.37435831089212","-0.713344342088235","0.621839068628179","1.03953889799924","0.508444363068784","0.415143849591333","-1.46365277620764","-1.7151150815065","0.53671555516816","1.08576777454059","-0.392822046996351","1.37054306690836","-0.460981273081111","0.411616139195292","-1.26146424621424","0.208081951215695","0.732824643138143","-1.28187997409785","-0.116620946482482","-2.71990034572018"
"Proline","0.00696083566631154","-0.0416956972449431","-0.0416956972449431","-0.0416956972449431","-0.0416956972449431","-0.0416956972449431","-0.0416956972449431","2.7944715920232","-0.0416956972449431","-3.20550191041834","-0.0416956972449431","-0.915494882203507","0.588590069039901","-0.0419609363503332","-0.631154426929645","-0.0416956972449431","-0.798794029657318","-2.21475696875355","-0.0416956972449431","-0.0416956972449431","0.342604630127731","-0.0528934126472347","-0.0416956972449431","-0.0416956972449431","-0.0416956972449431","0.808030909349384","2.54998924049568","-0.0416956972449431","-0.49679724937915","-0.0416956972449431","-0.0416956972449431","-0.0416956972449431","-0.0416956972449431","-0.0416956972449431","-0.0416956972449431","-0.0416956972449431","-0.0416956972449431","-0.059433698845303","2.28514127511586"
"Ornithine","0.922331584088367","0.630058122876163","0.57514694528203","0.0922534446936122","-0.54979339050046","0.0354696588366231","2.06065949000381","1.51890692705246","-1.72339239034406","-0.767049620385023","0.687521552846266","0.666248528931499","-2.82537427778487","-0.667327307914081","0.0917755497339014","0.221118243064383","1.234806459041","-0.796055325604843","0.3182783917337","-0.410915400333204","-2.39458905635524","-1.41605332085732","0.78201977862047","0.482120266780379","0.299800267164245","-0.792988038531976","-0.914068147928695","0.449061376592012","0.757279936096108","0.294630943748525","-0.122172245667986","1.11900776036904","-0.897202782980237","-0.277135229924771","-0.0223697757764771","-0.274963729260983","0.757853640975778","0.390526985987023","0.464574185632818"
"Serine","-1.82013187352267","-0.398540386057366","1.55856655355978","-0.447163626003536","-0.0293997873294439","0.28027916563506","1.08512449209244","-1.09869528272672","-0.769143584735209","-0.0758978336377903","-0.333206201973301","1.68074256626368","-0.575722827384732","-1.09869528272672","2.29639763856413","0.214401254629335","0.657401022954953","-1.09869528272672","0.436379774825569","0.187746393744381","-1.64898950096049","-1.09869528272672","1.14610386366094","1.05928064791504","0.81603923624699","-1.09869528272672","-1.09869528272672","0.617120902798806","1.12655717668302","-1.04887903314921","0.232236844061868","-0.199612144879156","0.936423510932673","-0.144577348252482","0.282045528346131","1.18668667189165","-1.05355388724844","0.436151769414455","-1.09869528272672"
